	tag_info	osm_id	osm_title	description
314	government=customs	Q6095	Item:Q6095	A structure near or at an international boundary or within a country where travellers and/or vehicles are inspected for the import and export of goods.
315	healthcare=physiotherapist	Q19333	Item:Q19333	Therapist for a physical therapy, such as massage therapy, osteopathy,...
316	denomination=serbian_orthodox	Q17080	Item:Q17080	
317	healthcare:speciality=community	Q21855	Item:Q21855	Academic discipline of preventing disease, prolonging life and improving quality of life through organized efforts and informed choices of society, organizations, communities and individuals.
318	aeroway=hangar	Q5977	Item:Q5977	A large airport building with extensive floor area for housing aircraft or spacecraft
319	building=hangar	Q5221	Item:Q5221	A hangar is a building used for the storage of airplanes, helicopters or space-craft.
320	healthcare:speciality=vaccination	Q21592	Item:Q21592	A facility specialising in administering vaccination
321	generator:type=gas_turbine	Q6706	Item:Q6706	Gas turbine
322	craft=winery	Q5707	Item:Q5707	A place where wine is produced
323	roundtrip=yes	Q19502	Item:Q19502	Used to describe, that the route has the same start and end location
324	shop=charity	Q5039	Item:Q5039	A shop operated by a charity
325	bridge:structure=cable-stayed	Q5062	Item:Q5062	Cable-stayed bridge
326	garden:type=botanical	Q5081	Item:Q5081	Botanical garden
327	highway=bridleway	Q5033	Item:Q5033	A way intended for use by equestrians.
328	highway=footway	Q5015	Item:Q5015	For designated footpaths, i.e. mainly/exclusively for pedestrians
329	network=US:US:Historic	Q22134	Item:Q22134	officially designated historic U.S. Routes; for other historic routings of a U.S. Route, use old_ref on the roadway
330	faa	Q2438	Item:Q2438	The Federal Aviation Administration location identifier
331	addr:postcode	Q45	Item:Q45	The postal code / zip code that is included in the address.
332	postal_code	Q1710	Item:Q1710	For tagging postal codes of streets and areas.
333	ref:INSEE	Q877	Item:Q877	French INSEE id of communes
334	related_law	Q4172	Item:Q4172	The title of the edict or legal text which establishes or regulates an area.
335	start_date	Q2006	Item:Q2006	Date when feature opened or the construction of the feature finished.
336	end_date	Q1235	Item:Q1235	This tag for an end-date is for special use only, not in main OpenStreetMap. - Read documentation and all warnings first! - Possible use is e.g. OpenHistoricalMap.
337	seamark:radio_station:mmsi	Q14393	Item:Q14393	
338	seamark:virtual_aton:mmsi	Q20907	Item:Q20907	The unique Maritime Mobile Service Identity (MMSI) number of a virtual navigational aid seamark (AIS AtoN).
339	gnis:feature_id	Q1294	Item:Q1294	Identifier from the United States Board on Geographic Names
340	ref:nrhp	Q4137	Item:Q4137	the feature's reference number on the National Register of Historic Places, the United States federal government list of historic sites and structures
341	ref:whc	Q636	Item:Q636	UNESCO id of World heritage
342	ref:gss	Q2647	Item:Q2647	Indicates the ONS 9-character code. These cover a wide range of administrative geographies. The initial letter indicates the 'home nation' (e.g., E for England).
343	gauge	Q303	Item:Q303	Used to describe the 'gauge' (distance between the inside of the rails) on railways.
344	capacity	Q136	Item:Q136	Describes the capacity a facility is suitable for
345	claimed_by	Q20192	Item:Q20192	parties that claim a version of a disputed boundary to be their boundary
346	official_name	Q1635	Item:Q1635	The official name of the feature, or the name as used by governments and other official organizations. Usually tagged when object has unwieldy and typically not used name that was officially assigned.
347	openplaques:id	Q522	Item:Q522	For plaques listed on OpenPlaques.org.
348	contact:foursquare	Q9585	Item:Q9585	
349	length	Q380	Item:Q380	The length of a feature. Values are interpreted as meters by default.
350	esr:user	Q3266	Item:Q3266	Hint for ESR station codes validator.
351	man_made=lighthouse	Q6785	Item:Q6785	Tower that emits light to serve as a navigational aid at sea or on inland waterway
352	shop=wholesale	Q5984	Item:Q5984	A store that sells items in bulk.
353	route=detour	Q4853	Item:Q4853	Named, permanent detour in case of emergency or traffic jam
354	historic=rune_stone	Q7033	Item:Q7033	Stones, boulders or bedrock with historical runic inscriptions.
355	amenity=watering_place	Q6250	Item:Q6250	A place where water is contained and animals such as horses can drink.
356	leisure=dance	Q5596	Item:Q5596	A dance venue or dance hall.
357	lawyer=notary	Q19871	Item:Q19871	An office for a notary.
358	museum=archaeological	Q5730	Item:Q5730	Archaeology museum.
359	building=riding_hall	Q6594	Item:Q6594	A building that was built as a riding hall  or indoor arena
360	megalith_type=well	Q6409	Item:Q6409	Nuragic holy well.
361	barrier=wicket_gate	Q19106	Item:Q19106	A pedestrian door or gate built into a wall or fence near a larger gate.
362	historic=monument	Q4839	Item:Q4839	A memorial object, which is especially large, built to remember, show respect to a person or group of people or to commemorate an event.
363	payment:ebt	Q20675	Item:Q20675	
364	aerialway=j-bar	Q5358	Item:Q5358	J-bar lift or L-bar lift. Overhead tow-line for skiers and riders with carriers in J-shape.
365	amenity=mortuary	Q6197	Item:Q6197	A morgue or funeral home, used for the storage of human corpses
366	content=water	Q21717	Item:Q21717	The content of a storage tank is water
367	emergency=water_tank	Q6715	Item:Q6715	A large water basin or tank for a fire department to take water.
368	plant:source=coal	Q19613	Item:Q19613	Coal-fired power station
369	religion=multifaith	Q4942	Item:Q4942	A place dedicated to religion but not to any specific one.
370	power=cable_distribution_cabinet	Q6216	Item:Q6216	Using this tag is discouraged, use tag:man_made=street_cabinet + tag:utility=power instead.
371	man_made=beacon	Q6642	Item:Q6642	A structure for signalling on land and sea
372	population	Q574	Item:Q574	Indicates a rough number of citizens in a given place.
373	shop=alcohol	Q4857	Item:Q4857	A shop selling alcoholic drinks
374	amenity=fast_food	Q6961	Item:Q6961	A place concentrating on very fast counter-only service and take-away food.
375	landuse=industrial	Q4931	Item:Q4931	An area with predominantly workshops, factories or warehouses.
376	public_transport=stop_position	Q6557	Item:Q6557	The position on the street or rails where a public transport vehicle stops.
377	playground=horizontal_bar	Q21391	Item:Q21391	Horizontal bar or high bar as found on playgrounds.
378	amenity=clinic	Q5441	Item:Q5441	A clinic is a medical centre, with more staff than a doctor's office, that does not admit inpatients.
379	sport=skateboard	Q4775	Item:Q4775	An area designated and equipped for skateboarding
380	museum=children	Q7613	Item:Q7613	Children and toy museum.
381	emergency=ses_station	Q6821	Item:Q6821	Australian State Emergency Service
382	historic=wreck	Q4813	Item:Q4813	A nautical craft that has unintentionally been sunk or destroyed.
383	office=logistics	Q5330	Item:Q5330	An office for a forwarder / hauler.
384	natural=scrub	Q4938	Item:Q4938	Uncultivated land covered with shrubs, bushes or stunted trees.
385	generator:type=combined_cycle	Q6913	Item:Q6913	Combined cycle
386	shop=massage	Q5051	Item:Q5051	Massage shop
387	tower:type=watchtower	Q6016	Item:Q6016	Watch Tower
388	amenity=music_school	Q6568	Item:Q6568	Music school, an educational institution specialized in the study, training, and research of music
389	vending=condoms	Q5557	Item:Q5557	Condoms vending machine
390	support	Q745	Item:Q745	Type of support for certain features
391	amenity=concert_hall	Q6773	Item:Q6773	Hall designed for performances of live (usually classical) music.
392	diet:kosher	Q229	Item:Q229	Indicates that the food sold has Kosher certificate.
393	payment:telephone_cards	Q1697	Item:Q1697	
394	natural=scree	Q5034	Item:Q5034	Unconsolidated angular stones formed by rockfall and weathering from adjacent rockfaces
395	denomination=nazarene	Q17106	Item:Q17106	
396	building=detached	Q5578	Item:Q5578	A free-standing house not connected to the houses on either side.  Usually houses a single family.
397	cutting	Q195	Item:Q195	Signifies that a linear feature (e.g. a road) cuts into the surrounding land.
398	playground=roundabout	Q21369	Item:Q21369	roundabout, also known as merry-go-round
399	military=naval_base	Q6817	Item:Q6817	Using this tag is discouraged, use military=base and military_service=navy instead.
400	payment:maestro	Q2590	Item:Q2590	
401	barrier=toll_booth	Q6372	Item:Q6372	A place where a road usage toll or fee is collected.
402	healthcare:speciality=proctology	Q21900	Item:Q21900	Medical specialty concerning the disorders of the rectum, anus, and colon.
403	natural=riverbed	Q5287	Item:Q5287	Using this tag is discouraged, use tag:natural=water + tag:water=river + tag:intermittent=yes (if often water) or tag:natural=shingle / tag:natural=sand (if almost never water) instead.
404	tower:construction=lattice	Q6079	Item:Q6079	The tower is constructed from steel lattice
405	craft=scaffolder	Q5415	Item:Q5415	A workplace or office of a tradesman who builds temporary structure used to support people and material in the construction or repair of buildings and other large structures.
406	shop=newsagent	Q5048	Item:Q5048	A shop selling newspapers and magazines.
407	animal_shelter:sanctuary=yes	Q21729	Item:Q21729	A facility where animals are brought to live and to be protected for the rest of their lives.
408	intermittent=yes	Q19517	Item:Q19517	Used to indicate a waterway without a permanent flow of water, or a body of water not always filled with water.
409	railway=phone	Q18077	Item:Q18077	Service telephone for railway, used to connect with dispatcher or signal operator.
410	man_made=windpump	Q6866	Item:Q6866	A device that pumps natural gas or water using the wind, typically mass produced.
411	piste:type=nordic	Q5801	Item:Q5801	A nordic ski trail
412	tower:type=hose	Q5603	Item:Q5603	Tower for drying fire hoses
413	craft=saddler	Q5274	Item:Q5274	A place where saddles or accessories for cars and boats are produced or repaired.
414	healthcare=clinic	Q21221	Item:Q21221	A medical facility, with more staff than a doctor's office, that does not admit inpatients. Used in addition to amenity=clinic
415	tower:type=communication	Q5438	Item:Q5438	Describes the type of a mast or tower as communication mast or tower.
416	cuisine=friture	Q21519	Item:Q21519	Dutch and Belgian chip shop (fish_and_chips but usually without fish); also called friterie, frietkot.
417	transformer=distribution	Q7682	Item:Q7682	A distribution transformer transfers power from the distribution grid to directly connected electricity consumers.
418	healthcare:speciality=systemic	Q21922	Item:Q21922	Healthcare specialty within psychotherapy that  seeks to address people not only on the individual level but also as people in relationships, dealing with the interactions of groups and their interactional patterns and dynamics.
419	sport=climbing_adventure	Q6879	Item:Q6879	"Used to tag an area as ""Adventure Park"", ""Ropes Courses"", ""Climbing Adventure"", ""Zip-line"", or ""Treetop Adventure"", where people climb, walk or otherwise move on prebuilt wires and other objects."
420	craft=dressmaker	Q5957	Item:Q5957	Dressmaker is a person who makes custom clothing for women, such as dresses, blouses, and evening gowns.
421	highway=passing_place	Q6434	Item:Q6434	A passing place on a single track road.
422	bridge:structure=floating	Q5410	Item:Q5410	Floating bridge or Pontoon bridge
423	informal	Q355	Item:Q355	A key for informal features that are not intentionally planned or formally set up
424	emergency=marine_refuge	Q7013	Item:Q7013	A refuge for shipwrecked mariners
425	railway=tram_stop	Q6442	Item:Q6442	A tram stop is a place where a passenger can embark / disembark a tram.
426	designation=common	Q19365	Item:Q19365	Land legally designated as common land (usually in the UK)
